    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
39777, 38563, 32464,     -,     -,     -,     -,     -,     -,     -,     -,     -
37477, 37855, 34148,     -,     -,     -,     -,     -,     -,     -,     -,     -
36722, 38292, 39770,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
39826, 39336, 32972,     -,     -,     -,     -,     -,     -,     -,     -,     -
38541, 38625, 34629,     -,     -,     -,     -,     -,     -,     -,     -,     -
37416, 38855, 39905,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
40428, 39714, 34246,     -,     -,     -,     -,     -,     -,     -,     -,     -
38704, 38765, 35437,     -,     -,     -,     -,     -,     -,     -,     -,     -
37762, 39469, 40446,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
40583, 38745, 35083,     -,     -,     -,     -,     -,     -,     -,     -,     -
38727, 38589, 36665,     -,     -,     -,     -,     -,     -,     -,     -,     -
37991, 39158, 40704,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
40491, 39200, 36237,     -,     -,     -,     -,     -,     -,     -,     -,     -
38677, 38435, 37314,     -,     -,     -,     -,     -,     -,     -,     -,     -
37987, 39012, 41042,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
