45823, 46630, 45648,     -,     -,     -,     -,     -,     -,     -,     -,     -
43407, 47483, 46532,     -,     -,     -,     -,     -,     -,     -,     -,     -
36926, 47220, 45398,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

45570, 47429, 45797,     -,     -,     -,     -,     -,     -,     -,     -,     -
42792, 47110, 47122,     -,     -,     -,     -,     -,     -,     -,     -,     -
36371, 46789, 45148,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

45208, 47320, 45434,     -,     -,     -,     -,     -,     -,     -,     -,     -
42675, 47114, 46796,     -,     -,     -,     -,     -,     -,     -,     -,     -
36280, 46771, 45221,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

44994, 46952, 45502,     -,     -,     -,     -,     -,     -,     -,     -,     -
42342, 46660, 46387,     -,     -,     -,     -,     -,     -,     -,     -,     -
36176, 46477, 44960,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -
    -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -,     -

44870, 47040, 45319,     -,     -,     -,     -,     -,     -,     -,     -,     -
